schema_version,program_id,year,category,requested_period_start,requested_period_end,coverage_evidence_class,verified_existing_observation_version_count_by_reference_year,verified_existing_observation_version_count_by_availability_year,verified_existing_unique_reference_period_count,verified_existing_series_count,verified_existing_earliest_reference_date,verified_existing_latest_reference_date,prospective_metadata_approved_route_count,prospective_metadata_distinct_indicator_count,prospective_metadata_release_bundle_count,prospective_metadata_expected_coverage,key_or_license_review_route_count,availability_or_version_unresolved_route_count,current_revised_only_route_count,rejected_route_count,missing_or_unapproved_families,observation_count_semantics,config_sha256
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2019,LABOUR,2019-01-01,2019-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,140,67,12,2,2019-01-01,2019-12-01,5,5,3,YES,1,2,0,0,CLAIMS_BUNDLE_UNRESOLVED_PENDING_DOL_ARCHIVE_OR_FREE_ALFRED_KEY_REVIEW,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2019,GROWTH,2019-01-01,2019-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,33,17,4,1,2019-01-01,2019-10-01,4,4,4,YES,0,0,0,3,SERVICES_BUNDLE_UNPOPULATED; PRIVATE_ISM_AND_PMI_NOT_APPROVED,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2019,MONETARY_POLICY,2019-01-01,2019-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,12,12,12,1,2019-01-01,2019-12-01,1,1,1,YES,2,0,0,0,TARGET_RANGE_OPTIONAL_AND_KEY_GATED; H15_EFFR_IS_APPROVED_MINIMUM_PATH,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2019,LIQUIDITY,2019-01-01,2019-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,1,0,1,0,ZERO_VERIFIED_ROWS; RRP_VINTAGES_NOT_APPROVED; H6_AND_H41_ARCHIVES_ARE_PROSPECTIVE_ONLY,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2020,INFLATION,2020-01-01,2020-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,72,41,12,1,2020-01-01,2020-12-01,5,5,3,YES,0,0,0,0,NONE_AFTER_BOUNDED_ARCHIVE_COLLECTION; VERIFIED_ROWS_STILL_ONLY_HEADLINE_CPI_2017_PLUS,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2020,LABOUR,2020-01-01,2020-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,128,80,12,2,2020-01-01,2020-12-01,5,5,3,YES,1,2,0,0,CLAIMS_BUNDLE_UNRESOLVED_PENDING_DOL_ARCHIVE_OR_FREE_ALFRED_KEY_REVIEW,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2020,GROWTH,2020-01-01,2020-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,33,22,4,1,2020-01-01,2020-10-01,4,4,4,YES,0,0,0,3,SERVICES_BUNDLE_UNPOPULATED; PRIVATE_ISM_AND_PMI_NOT_APPROVED,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2020,MONETARY_POLICY,2020-01-01,2020-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,12,12,12,1,2020-01-01,2020-12-01,1,1,1,YES,2,0,0,0,TARGET_RANGE_OPTIONAL_AND_KEY_GATED; H15_EFFR_IS_APPROVED_MINIMUM_PATH,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2020,LIQUIDITY,2020-01-01,2020-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,1,0,1,0,ZERO_VERIFIED_ROWS; RRP_VINTAGES_NOT_APPROVED; H6_AND_H41_ARCHIVES_ARE_PROSPECTIVE_ONLY,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2021,INFLATION,2021-01-01,2021-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,72,53,12,1,2021-01-01,2021-12-01,5,5,3,YES,0,0,0,0,NONE_AFTER_BOUNDED_ARCHIVE_COLLECTION; VERIFIED_ROWS_STILL_ONLY_HEADLINE_CPI_2017_PLUS,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2021,LABOUR,2021-01-01,2021-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,120,98,12,2,2021-01-01,2021-12-01,5,5,3,YES,1,2,0,0,CLAIMS_BUNDLE_UNRESOLVED_PENDING_DOL_ARCHIVE_OR_FREE_ALFRED_KEY_REVIEW,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2021,GROWTH,2021-01-01,2021-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,29,26,4,1,2021-01-01,2021-10-01,4,4,4,YES,0,0,0,3,SERVICES_BUNDLE_UNPOPULATED; PRIVATE_ISM_AND_PMI_NOT_APPROVED,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2021,MONETARY_POLICY,2021-01-01,2021-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,12,12,12,1,2021-01-01,2021-12-01,1,1,1,YES,2,0,0,0,TARGET_RANGE_OPTIONAL_AND_KEY_GATED; H15_EFFR_IS_APPROVED_MINIMUM_PATH,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2021,LIQUIDITY,2021-01-01,2021-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,1,0,1,0,ZERO_VERIFIED_ROWS; RRP_VINTAGES_NOT_APPROVED; H6_AND_H41_ARCHIVES_ARE_PROSPECTIVE_ONLY,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2022,INFLATION,2022-01-01,2022-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,60,65,12,1,2022-01-01,2022-12-01,5,5,3,YES,0,0,0,0,NONE_AFTER_BOUNDED_ARCHIVE_COLLECTION; VERIFIED_ROWS_STILL_ONLY_HEADLINE_CPI_2017_PLUS,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2022,LABOUR,2022-01-01,2022-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,99,111,12,2,2022-01-01,2022-12-01,5,5,3,YES,1,2,0,0,CLAIMS_BUNDLE_UNRESOLVED_PENDING_DOL_ARCHIVE_OR_FREE_ALFRED_KEY_REVIEW,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2022,GROWTH,2022-01-01,2022-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,25,30,4,1,2022-01-01,2022-10-01,4,4,4,YES,0,0,0,3,SERVICES_BUNDLE_UNPOPULATED; PRIVATE_ISM_AND_PMI_NOT_APPROVED,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2022,MONETARY_POLICY,2022-01-01,2022-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,12,12,12,1,2022-01-01,2022-12-01,1,1,1,YES,2,0,0,0,TARGET_RANGE_OPTIONAL_AND_KEY_GATED; H15_EFFR_IS_APPROVED_MINIMUM_PATH,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2022,LIQUIDITY,2022-01-01,2022-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,1,0,1,0,ZERO_VERIFIED_ROWS; RRP_VINTAGES_NOT_APPROVED; H6_AND_H41_ARCHIVES_ARE_PROSPECTIVE_ONLY,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2023,INFLATION,2023-01-01,2023-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,48,72,12,1,2023-01-01,2023-12-01,5,5,3,YES,0,0,0,0,NONE_AFTER_BOUNDED_ARCHIVE_COLLECTION; VERIFIED_ROWS_STILL_ONLY_HEADLINE_CPI_2017_PLUS,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2023,LABOUR,2023-01-01,2023-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,89,118,12,2,2023-01-01,2023-12-01,5,5,3,YES,1,2,0,0,CLAIMS_BUNDLE_UNRESOLVED_PENDING_DOL_ARCHIVE_OR_FREE_ALFRED_KEY_REVIEW,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2023,GROWTH,2023-01-01,2023-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,21,34,4,1,2023-01-01,2023-10-01,4,4,4,YES,0,0,0,3,SERVICES_BUNDLE_UNPOPULATED; PRIVATE_ISM_AND_PMI_NOT_APPROVED,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2023,MONETARY_POLICY,2023-01-01,2023-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,12,12,12,1,2023-01-01,2023-12-01,1,1,1,YES,2,0,0,0,TARGET_RANGE_OPTIONAL_AND_KEY_GATED; H15_EFFR_IS_APPROVED_MINIMUM_PATH,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2023,LIQUIDITY,2023-01-01,2023-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,1,0,1,0,ZERO_VERIFIED_ROWS; RRP_VINTAGES_NOT_APPROVED; H6_AND_H41_ARCHIVES_ARE_PROSPECTIVE_ONLY,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2024,INFLATION,2024-01-01,2024-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,36,72,12,1,2024-01-01,2024-12-01,5,5,3,YES,0,0,0,0,NONE_AFTER_BOUNDED_ARCHIVE_COLLECTION; VERIFIED_ROWS_STILL_ONLY_HEADLINE_CPI_2017_PLUS,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2024,LABOUR,2024-01-01,2024-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,73,134,12,2,2024-01-01,2024-12-01,5,5,3,YES,1,2,0,0,CLAIMS_BUNDLE_UNRESOLVED_PENDING_DOL_ARCHIVE_OR_FREE_ALFRED_KEY_REVIEW,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2024,GROWTH,2024-01-01,2024-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,17,33,4,1,2024-01-01,2024-10-01,4,4,4,YES,0,0,0,3,SERVICES_BUNDLE_UNPOPULATED; PRIVATE_ISM_AND_PMI_NOT_APPROVED,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2024,MONETARY_POLICY,2024-01-01,2024-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,12,12,12,1,2024-01-01,2024-12-01,1,1,1,YES,2,0,0,0,TARGET_RANGE_OPTIONAL_AND_KEY_GATED; H15_EFFR_IS_APPROVED_MINIMUM_PATH,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2024,LIQUIDITY,2024-01-01,2024-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,1,0,1,0,ZERO_VERIFIED_ROWS; RRP_VINTAGES_NOT_APPROVED; H6_AND_H41_ARCHIVES_ARE_PROSPECTIVE_ONLY,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2025,INFLATION,2025-01-01,2025-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,22,71,11,1,2025-01-01,2025-12-01,5,5,3,YES,0,0,0,0,NONE_AFTER_BOUNDED_ARCHIVE_COLLECTION; VERIFIED_ROWS_STILL_ONLY_HEADLINE_CPI_2017_PLUS,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2025,LABOUR,2025-01-01,2025-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,59,139,12,2,2025-01-01,2025-12-01,5,5,3,YES,1,2,0,0,CLAIMS_BUNDLE_UNRESOLVED_PENDING_DOL_ARCHIVE_OR_FREE_ALFRED_KEY_REVIEW,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2025,GROWTH,2025-01-01,2025-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,12,31,4,1,2025-01-01,2025-10-01,4,4,4,YES,0,0,0,3,SERVICES_BUNDLE_UNPOPULATED; PRIVATE_ISM_AND_PMI_NOT_APPROVED,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2025,MONETARY_POLICY,2025-01-01,2025-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,12,12,12,1,2025-01-01,2025-12-01,1,1,1,YES,2,0,0,0,TARGET_RANGE_OPTIONAL_AND_KEY_GATED; H15_EFFR_IS_APPROVED_MINIMUM_PATH,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2025,LIQUIDITY,2025-01-01,2025-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,1,0,1,0,ZERO_VERIFIED_ROWS; RRP_VINTAGES_NOT_APPROVED; H6_AND_H41_ARCHIVES_ARE_PROSPECTIVE_ONLY,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2026,INFLATION,2026-01-01,2026-06-28,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,5,65,5,1,2026-01-01,2026-05-01,5,5,3,YES,0,0,0,0,NONE_AFTER_BOUNDED_ARCHIVE_COLLECTION; VERIFIED_ROWS_STILL_ONLY_HEADLINE_CPI_2017_PLUS,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2026,LABOUR,2026-01-01,2026-06-28,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,17,111,5,2,2026-01-01,2026-05-01,5,5,3,YES,1,2,0,0,CLAIMS_BUNDLE_UNRESOLVED_PENDING_DOL_ARCHIVE_OR_FREE_ALFRED_KEY_REVIEW,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2026,GROWTH,2026-01-01,2026-06-28,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,3,7,1,1,2026-01-01,2026-01-01,4,4,4,YES,0,0,0,3,SERVICES_BUNDLE_UNPOPULATED; PRIVATE_ISM_AND_PMI_NOT_APPROVED,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2026,MONETARY_POLICY,2026-01-01,2026-06-28,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,5,6,5,1,2026-01-01,2026-05-01,1,1,1,YES,2,0,0,0,TARGET_RANGE_OPTIONAL_AND_KEY_GATED; H15_EFFR_IS_APPROVED_MINIMUM_PATH,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2026,LIQUIDITY,2026-01-01,2026-06-28,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,1,0,1,0,ZERO_VERIFIED_ROWS; RRP_VINTAGES_NOT_APPROVED; H6_AND_H41_ARCHIVES_ARE_PROSPECTIVE_ONLY,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
